@relation 179211L2_2

@attribute status_pozyczki {splacona_cz,splacona,windykacja_sp,odmowa,windykacja}
@attribute kwota_kredytu real
@attribute wiek real
@attribute plec {kobieta,mezczyzna}
@attribute rodzaj_zrodla_dochodu {13,11,16,12,98,99,17,15}
@attribute miesieczny_dochod_netto real
@attribute ktore_rolowanie real
@attribute okres_w_jakim_pobieral_dochod real
@attribute okres_w_jakim_bedzie_pobieral_dochod real
@attribute opoznienie_splaty real

@data
splacona,400,43,mezczyzna,11,2636,0,46.90143737,48,0
splacona,392.6,55,kobieta,11,2368.57,1,414.4271047,48,172
odmowa,800,74,mezczyzna,13,2112,0,109.4271047,48,0
splacona_cz,300,50,mezczyzna,13,3900,9,34.42710472,48,4
splacona,500,31,mezczyzna,12,1700,0,1.427104723,119.9856263,172
windykacja,293.42,41,kobieta,12,1896,2,17.26283368,18.82135524,409
splacona_cz,325.58,53,kobieta,11,2065.98,1,183.3285421,48,8
splacona_cz,202.28,61,mezczyzna,11,3000,9,216.4271047,48,0
splacona_cz,205.44,66,kobieta,13,1350,7,115.2628337,48,0
splacona_cz,350,55,kobieta,12,1700,9,58.90143737,48,0
windykacja,400,37,kobieta,11,1228,0,37.86858316,48,409
splacona_cz,550,55,kobieta,12,1675,8,13.42710472,13.91991786,4
splacona,500,25,mezczyzna,11,2000,0,40.96714579,48,0
odmowa,300,51,kobieta,12,1200,0,61.45995893,48,0
splacona_cz,300,61,kobieta,13,810,9,37.13141684,48,0
splacona,200,54,kobieta,13,1213,0,53.96714579,48,7
splacona_cz,600,46,mezczyzna,12,3500,3,190.6714579,48,0
splacona_cz,500,48,mezczyzna,13,864.34,3,160.4599589,48,0
windykacja,400,64,kobieta,13,917,2,80.45995893,48,408
odmowa,600,73,kobieta,13,722,0,214.2299795,48,0
windykacja,600,36,mezczyzna,99,2880,0,2.459958932,12.98562628,408
splacona,237.94,65,kobieta,13,840,6,117.4599589,48,4
splacona,227.88,66,mezczyzna,12,1100,8,26.32854209,35.96714579,0
splacona_cz,600,55,kobieta,11,2800,0,63.93429158,48,5
windykacja,500,45,mezczyzna,11,2000,0,8.459958932,48,408
splacona_cz,1000,48,kobieta,11,5800,8,58.45995893,48,3
splacona_cz,500,61,kobieta,13,1000,8,72.03285421,48,0
splacona_cz,500,76,kobieta,13,1248,2,254.4928131,48,0
splacona,200,58,mezczyzna,13,12220,0,75.49281314,48,4
splacona_cz,537.15,63,kobieta,13,962,4,69.49281314,48,3
splacona_cz,300,34,kobieta,11,1380,0,30.49281314,48,0
splacona,300,61,kobieta,13,1087.72,0,5.229979466,48,0
splacona_cz,441.54,36,kobieta,98,4000,8,22.77002053,48,4
splacona,200,64,mezczyzna,13,1287.66,7,100.4928131,48,10
splacona_cz,200,57,kobieta,15,678,0,144.4928131,48,0
odmowa,1000,28,mezczyzna,12,1148,0,10.16427105,23.65708419,0
splacona,200,50,kobieta,12,976,0,1.459958932,2.952772074,0
splacona_cz,300,57,kobieta,11,1800,1,115.5400411,48,0
splacona_cz,500,65,mezczyzna,11,2600,0,139.4928131,48,2
splacona_cz,300,60,mezczyzna,11,2000,3,73.54004107,48,4
splacona_cz,200,28,mezczyzna,12,1400,3,4.901437372,5.375770021,0
splacona_cz,300,76,kobieta,13,821.35,0,250.5256674,48,0
splacona_cz,700,68,kobieta,13,1431,1,251.1971253,48,0
splacona,400,54,mezczyzna,11,4000,9,14.49281314,48,18
splacona_cz,200,62,kobieta,13,975,8,31.52566735,48,14
splacona,200,32,mezczyzna,98,2000,0,18.42710472,48,0
splacona_cz,600,44,kobieta,11,1443,3,37.54004107,48,1
splacona_cz,400,57,mezczyzna,11,1842.86,7,11.73716632,48,0
odmowa,700,52,mezczyzna,11,2505.34,0,12.52566735,48,0
splacona_cz,300,60,kobieta,13,1098,0,60.52566735,48,0
splacona_cz,600,63,kobieta,13,714,2,226.5256674,48,0
splacona,600,40,kobieta,11,1800,1,55.70431211,48,9
splacona_cz,430,39,mezczyzna,11,2470,5,70.39425051,48,7
splacona_cz,450,69,kobieta,13,1019,1,136.6714579,48,0
splacona,200,58,mezczyzna,11,1800,2,164.6386037,48,0
odmowa,300,59,mezczyzna,12,918,0,46.86858316,86.32854209,0
splacona,300,25,mezczyzna,12,1440,0,7.427104723,23.96714579,0
splacona_cz,300,38,kobieta,12,1382,2,25.52566735,35.98562628,0
splacona_cz,300,62,kobieta,13,992.96,0,16.06570842,48,0
splacona,1000,58,mezczyzna,13,3600,3,90.55852156,48,0
splacona_cz,600,33,mezczyzna,11,2200,0,132.5585216,48,4
splacona_cz,387.11,75,kobieta,13,1373,1,114.62423,48,0
splacona_cz,280.88,63,mezczyzna,13,2000,2,38.62422998,48,0
splacona_cz,400,45,mezczyzna,11,3300,2,240.9342916,48,0
splacona_cz,200,73,kobieta,13,785,5,68.62422998,48,0
splacona,650,60,mezczyzna,13,3900,1,118.5256674,48,2
splacona,311.65,36,kobieta,11,2709.34,9,185.62423,48,0
splacona_cz,200,50,mezczyzna,12,822,0,48.62422998,48,0
splacona_cz,400,50,kobieta,11,1764,2,68.52566735,48,0
splacona,300,69,mezczyzna,13,1689.98,0,85.62422998,48,0
odmowa,500,28,kobieta,12,1082,0,2.459958932,7.098562628,0
splacona_cz,500,59,mezczyzna,16,1770,9,93.62422998,48,0
splacona,290,62,kobieta,13,1280,9,21.62422998,48,0
splacona,500,63,kobieta,13,1474.55,1,69.62422998,48,21
splacona_cz,300,59,kobieta,13,1240,1,74.32854209,48,0
splacona_cz,500,61,kobieta,13,1800,0,73.62422998,48,0
splacona_cz,240,57,kobieta,11,1172.2,8,41.62422998,48,3
windykacja,500,39,mezczyzna,13,1648,0,17.62422998,48,403
splacona_cz,643.05,52,kobieta,11,3200,8,58.13141684,48,1
splacona,585.7,62,kobieta,13,1050,9,143.62423,48,0
odmowa,200,26,mezczyzna,12,1135,0,9.967145791,23.96714579,0
splacona_cz,700,60,mezczyzna,11,2800,1,100.0657084,48,0
splacona_cz,1000,58,mezczyzna,12,2500,7,8.802874743,10.13141684,0
splacona_cz,200,78,kobieta,13,1100,0,252.6570842,48,5
splacona_cz,836,62,kobieta,13,1362,8,60.62422998,48,2
splacona_cz,400,61,kobieta,13,1208,0,84.65708419,48,0
splacona_cz,400,68,kobieta,13,1094,1,188.6570842,48,5
splacona_cz,390.11,60,kobieta,12,1320,2,13.65708419,35,12
splacona_cz,249.9,26,mezczyzna,11,1600,1,7.657084189,48,0
windykacja_sp,429.69,57,kobieta,11,1730.13,0,197.6570842,48,239
splacona,300,41,kobieta,12,1450,0,2.657084189,60.98562628,0
splacona_cz,281.84,47,kobieta,12,1032,0,42.65708419,52.98562628,4
splacona_cz,600,74,kobieta,13,1936,0,504.6570842,48,8
splacona,400,64,kobieta,13,1547,0,37.65708419,48,0
splacona,500,25,mezczyzna,11,2327.94,0,39.22997947,48,4
splacona_cz,348.26,39,kobieta,11,2927,7,205.6570842,48,0
splacona,300,61,mezczyzna,16,1865,0,336.6570842,48,0
splacona_cz,500,63,kobieta,13,1879,0,40.65708419,48,1
splacona_cz,600,24,kobieta,98,5000,0,5.427104723,48,4
odmowa,500,56,kobieta,12,1036,0,16.65708419,26.98562628,0
splacona_cz,700,69,kobieta,16,980,2,134.9342916,48,7
splacona_cz,500,54,mezczyzna,11,1200,0,217.6570842,48,0
splacona_cz,300,32,mezczyzna,11,2725,1,57,48,0
splacona_cz,481.74,48,mezczyzna,13,1500,3,90.39425051,48,0
splacona,300,60,kobieta,99,900,0,84.6899384,48,0
splacona,1000,37,kobieta,11,1900,0,183.5585216,48,13
splacona_cz,300,71,kobieta,13,1257,0,132.6899384,48,3
splacona_cz,300,67,mezczyzna,13,2110,2,105.6899384,48,0
splacona_cz,584.54,63,mezczyzna,13,2474,1,19.55852156,48,0
splacona_cz,780,48,kobieta,12,830.46,7,49.59137577,48,13
splacona_cz,292.28,67,kobieta,13,1428.55,2,141.4599589,48,6
splacona,200,42,kobieta,11,1000,0,65.6899384,48,3
splacona_cz,500,53,mezczyzna,11,2011,2,215.6899384,48,4
odmowa,500,52,mezczyzna,12,1400,0,24.6899384,34,0
splacona_cz,300,31,mezczyzna,12,2100,0,4.262833676,14.55852156,0
splacona,200,46,mezczyzna,11,2100,4,54.6899384,48,0
windykacja_sp,303.13,41,mezczyzna,11,1261.98,1,40.6899384,48,24
splacona_cz,800,62,kobieta,13,5100,4,32.6899384,48,0
splacona,297.03,60,kobieta,13,1300,2,34.6899384,48,0
splacona,500,47,mezczyzna,13,2692.96,0,2.689938398,48,11
splacona_cz,300,57,mezczyzna,11,1170,1,71.6899384,48,0
odmowa,600,26,mezczyzna,12,1200,0,24.6899384,48,0
windykacja,700,65,kobieta,13,1507,0,63.6899384,48,401
splacona,310.37,55,kobieta,11,1721.7,9,124.6899384,48,13
splacona,200,69,mezczyzna,13,1162.41,3,108.7227926,48,0
splacona_cz,300,30,mezczyzna,11,1590,3,57.6899384,48,2
splacona_cz,478.16,50,mezczyzna,11,2500,3,378.7227926,48,2
splacona_cz,400,59,kobieta,13,1514,0,50.72279261,48,0
splacona_cz,400,79,kobieta,13,1239.98,0,259.7227926,48,0
splacona_cz,600,54,kobieta,16,1362,1,33.72279261,48,0
odmowa,300,29,kobieta,12,1156,0,66.29568789,48,0
splacona_cz,600,81,mezczyzna,13,2547,3,198.9014374,48,0
odmowa,500,21,kobieta,12,1189,0,7.722792608,26.55852156,0
splacona_cz,300,46,kobieta,12,1294,0,5.887063655,15.98562628,0
splacona_cz,292.26,38,kobieta,12,2000,1,93.62422998,48,3
odmowa,200,36,mezczyzna,99,2300,0,11.72279261,12,0
splacona_cz,292.73,49,kobieta,11,1077.49,3,376.0328542,48,0
splacona,400,22,mezczyzna,12,1500,0,10.52566735,11.22997947,0
splacona_cz,400,63,kobieta,13,1650,1,86.75564682,48,0
splacona,400,61,kobieta,13,1425,1,83.75564682,48,0
splacona_cz,600,33,kobieta,11,1331.21,8,23.75564682,48,1
windykacja_sp,300,54,mezczyzna,11,981,1,24.72279261,48,170
odmowa,500,29,kobieta,99,1300,0,75.75564682,48,0
odmowa,300,54,kobieta,12,1107,0,7.755646817,14.95277207,0
splacona_cz,300,55,kobieta,17,864.6,0,6.755646817,7.887063655,0
splacona_cz,200,27,kobieta,12,1100,5,19.75564682,29.98562628,4
splacona_cz,400.91,40,kobieta,11,1239.05,1,208.7556468,48,5
splacona_cz,300,68,kobieta,13,783,0,157.7556468,48,0
splacona_cz,400,76,kobieta,13,1900,5,125.7556468,48,0
splacona,450,47,mezczyzna,11,2300,1,124.2299795,48,0
splacona_cz,389.72,53,kobieta,98,3000,5,89.75564682,48,0
splacona,200,54,kobieta,99,1100,6,55.90143737,48,0
splacona_cz,200,62,kobieta,13,984,4,15.16427105,48,0
splacona,290.83,62,kobieta,13,1090.14,8,79.75564682,48,21
splacona,500,57,mezczyzna,13,1900,9,154.7556468,48,0
splacona,476.83,62,mezczyzna,11,1250,0,69.75564682,48,16
splacona_cz,326.67,64,kobieta,13,1668,9,95.78850103,48,2
splacona_cz,300,30,mezczyzna,11,1900,0,62.09856263,48,0
splacona_cz,299.42,78,kobieta,13,1239,1,274.788501,48,2
splacona_cz,500,76,mezczyzna,13,1150,1,142.788501,48,8
splacona_cz,200,71,kobieta,13,865,9,132.0985626,48,3
windykacja_sp,300,66,kobieta,13,1400,2,122.788501,48,164
splacona_cz,200,65,kobieta,13,796.09,0,60.78850103,48,0
splacona,300,54,kobieta,16,1740,2,118.4271047,48,11
splacona_cz,397.11,52,mezczyzna,13,4200,1,61.85420945,48,0
splacona,300,64,mezczyzna,11,1660,0,54.85420945,48,3
splacona_cz,300,40,kobieta,12,1323.55,0,54.65708419,48,7
splacona_cz,384.3,36,mezczyzna,11,1058,4,18.75564682,48,0
splacona,200,27,mezczyzna,12,1100,0,37.85420945,59.98562628,2
splacona_cz,300,55,kobieta,11,1686,0,102.8542094,48,0
splacona_cz,299.01,53,kobieta,11,1400,5,165.8542094,48,2
windykacja,200,28,mezczyzna,17,728,9,104.8542094,48,396
splacona_cz,200,21,mezczyzna,17,985,0,17.85420945,20.72279261,0
splacona,500,37,mezczyzna,12,2000,1,37.3613963,71.49281314,0
odmowa,300,25,mezczyzna,12,1075,0,4.854209446,23,0
splacona_cz,200,57,mezczyzna,12,1600,0,38.96714579,60.06570842,0
splacona,200,66,mezczyzna,13,1611,1,145.8542094,48,3
splacona_cz,300,80,kobieta,13,1167.94,4,373.8542094,48,1
splacona_cz,500,52,kobieta,11,1700,8,310.164271,48,8
splacona_cz,300,71,kobieta,13,1389,1,72.88706366,48,0
windykacja,784.54,56,kobieta,12,1350,2,26.88706366,27.03285421,395
splacona,300,34,kobieta,12,2139,0,97.52566735,48,0
splacona_cz,300,58,kobieta,11,1680,8,389.8870637,48,1
splacona_cz,500,50,kobieta,11,1800,9,57.62422998,48,0
splacona_cz,200,38,kobieta,12,599.03,0,23.88706366,24.98562628,7
splacona_cz,200,21,kobieta,12,1394,0,2.887063655,23.95277207,0
splacona_cz,400,67,kobieta,13,850,8,71.65708419,48,0
splacona_cz,200,54,mezczyzna,11,2094.17,5,245.3942505,48,0
splacona,1000,70,kobieta,13,2291,5,75.45995893,48,0
splacona_cz,300,71,mezczyzna,13,1642.87,3,73.91991786,48,1
splacona_cz,500,71,kobieta,13,1200,8,123.6570842,48,7
splacona_cz,200,71,kobieta,13,1200,2,123.6570842,48,7
splacona_cz,300,46,kobieta,11,3000,3,97.91991786,48,0
splacona_cz,300,23,kobieta,12,1500,8,8.919917864,18,0
splacona_cz,203.42,30,mezczyzna,11,1888.27,3,81.82135524,48,3
splacona,200,57,kobieta,98,980,8,14.39425051,48,0
splacona_cz,300,39,mezczyzna,12,1400,0,0.919917864,2.952772074,0
splacona,300,55,kobieta,11,1756,1,3.394250513,48,0
odmowa,700,58,kobieta,11,2698,0,31.91991786,48,0
splacona,200,66,kobieta,13,974,1,205.9199179,48,0
splacona_cz,300,72,mezczyzna,13,1426,9,81.91991786,48,0
splacona_cz,300,64,kobieta,13,1100,6,109.9199179,48,0
splacona_cz,200,76,kobieta,13,965,8,249.9199179,48,0
odmowa,1000,55,kobieta,11,1136,0,8.919917864,48,0
splacona_cz,200,63,kobieta,13,3700,9,31.52566735,48,0
splacona_cz,453.84,45,kobieta,11,2245.01,3,149.9342916,48,3
splacona_cz,350,74,kobieta,11,1348.95,1,118.4271047,48,1
odmowa,500,22,kobieta,17,803.54,0,6.755646817,12.82135524,0
splacona_cz,600,64,kobieta,13,1233,2,128,48,2
splacona,200,76,kobieta,13,1647,0,262,48,0
splacona_cz,200,54,kobieta,16,749.28,9,70,48,0
windykacja,650,25,mezczyzna,11,2000,0,41.50718686,48,393
splacona,237.11,55,kobieta,12,2200,2,7.638603696,11.59137577,0
splacona_cz,400,66,mezczyzna,16,1473.04,6,170,48,3
odmowa,1000,42,mezczyzna,11,2810,0,72,48,0
windykacja_sp,376.24,60,kobieta,13,1400,2,51,48,188
splacona_cz,637.66,64,kobieta,13,860,3,84.70431211,48,10
splacona_cz,200,37,kobieta,11,1350,0,31.03285421,48,1
splacona,300,47,kobieta,98,911,9,103.0328542,48,0
splacona_cz,500,75,kobieta,13,1060,0,252.0328542,48,0
splacona_cz,200,59,kobieta,16,634,8,56,48,0
splacona_cz,300,66,kobieta,13,802.83,3,206.0328542,48,0
splacona_cz,200,56,kobieta,11,2800,4,14.03285421,48,0
splacona_cz,277.26,65,kobieta,13,1582.15,1,110.0328542,48,0
splacona_cz,500,30,kobieta,12,1447,9,26.11293634,35.96714579,1
splacona_cz,2000,73,mezczyzna,13,2612,1,86.34291581,48,8
splacona_cz,500,62,kobieta,13,1170,0,83.03285421,48,0
splacona_cz,600,62,mezczyzna,16,837,1,236.0328542,48,3
splacona_cz,700,59,kobieta,13,1872,9,39.57289528,48,4
splacona_cz,688.47,50,kobieta,11,2800,1,323.1786448,48,4
splacona_cz,400,51,kobieta,12,1000,9,37.03285421,37.98562628,0
splacona_cz,400,61,mezczyzna,12,1000,9,17.03285421,26.6899384,0
windykacja,500,51,mezczyzna,12,3000,0,58,48,391
splacona_cz,830,60,kobieta,13,1400,4,251.0328542,48,11
odmowa,200,34,mezczyzna,12,1050,0,71.03285421,48,0
splacona_cz,500,51,kobieta,17,990,5,77.03285421,48,1
splacona_cz,500,54,mezczyzna,11,2080,3,323.0328542,48,1
splacona_cz,400,55,kobieta,11,1840,0,360.7043121,48,0
splacona_cz,400,26,kobieta,17,1200,1,169.6714579,48,4
odmowa,300,74,mezczyzna,13,1072,0,134.0657084,48,0
splacona_cz,222.73,51,mezczyzna,16,1045,8,204.1314168,48,1
odmowa,200,53,kobieta,11,1100,0,26.14579055,48,0
splacona_cz,292.26,64,kobieta,13,1014,3,187.7371663,48,8
splacona_cz,200,63,mezczyzna,13,1162,9,226.0328542,48,1
splacona_cz,200,58,kobieta,99,780,5,6,12.32854209,0
windykacja_sp,800,69,kobieta,13,2120,4,123.8028747,48,30
splacona,670.68,59,kobieta,13,1801.41,0,42.17864476,48,14
splacona_cz,200,61,kobieta,13,1635,9,124.7043121,48,0
splacona_cz,500,37,mezczyzna,11,3898,4,185.7043121,48,8
windykacja_sp,564.48,62,mezczyzna,13,1500,0,28.13141684,48,224
splacona_cz,800,56,kobieta,13,3440,9,56.13141684,48,0
splacona_cz,2000,58,mezczyzna,98,20000,0,135.1314168,48,12
splacona_cz,700,34,kobieta,11,1540,0,43.93429158,48,0
splacona,700,38,kobieta,11,3178.76,4,126.1314168,48,12
splacona,700,33,kobieta,11,3100,4,126.1314168,48,12
splacona_cz,800,50,kobieta,11,1764,3,69.03285421,48,6
odmowa,400,26,mezczyzna,11,2800,0,23.3100616,48,0
odmowa,200,59,mezczyzna,12,1873,0,1.835728953,14.6899384,0
splacona_cz,249.3,58,kobieta,16,2100,4,43.47433265,48,6
splacona_cz,257.27,55,mezczyzna,11,2100,6,42.57289528,48,2
splacona,900,66,mezczyzna,13,3040,1,206.0657084,48,0
splacona_cz,700,57,mezczyzna,13,1553,0,114,48,0
odmowa,800,71,kobieta,13,1997,0,128.164271,48,0
odmowa,300,76,mezczyzna,13,734.09,0,146.164271,48,0
splacona_cz,349.66,65,mezczyzna,13,1601.87,5,50.16427105,48,1
splacona_cz,400,75,kobieta,13,1536,0,40.86858316,48,5
odmowa,600,29,kobieta,11,1970,0,58.16427105,48,0
odmowa,300,62,mezczyzna,13,1327.87,0,26.16427105,48,0
windykacja,600,51,mezczyzna,16,2150,1,86.16427105,48,388
splacona_cz,600,28,kobieta,11,2100,0,27.34291581,48,0
splacona_cz,1000,81,kobieta,13,2090,1,250.0985626,48,0
odmowa,200,56,kobieta,11,1170,0,150.1971253,48,0
splacona_cz,300,38,mezczyzna,99,1500,0,3.197125257,10.98562628,0
splacona_cz,1000,58,kobieta,13,1530,2,29.67145791,48,4
splacona_cz,500,63,kobieta,16,2084.79,0,146.1971253,48,0
splacona_cz,400,61,kobieta,13,1107,3,19.77002053,48,0
splacona_cz,1000,42,kobieta,98,6000,5,22.19712526,48,0
splacona_cz,289.69,69,kobieta,13,1017,2,166.1971253,48,0
splacona_cz,400,67,kobieta,13,1137.19,1,101.1971253,48,4
splacona_cz,390.85,59,kobieta,16,1589,2,31.80287474,48,0
splacona_cz,234.84,60,kobieta,13,1000,1,62.09856263,48,0
odmowa,200,54,kobieta,12,1200,0,2.605749487,3.032854209,0
odmowa,200,59,mezczyzna,11,1130,0,175.1971253,48,0
splacona,500,24,mezczyzna,11,1800,1,14.13141684,48,24
splacona,400,57,kobieta,11,1187.06,2,138.1971253,48,0
splacona,500,27,kobieta,11,2300,0,27.19712526,48,0
odmowa,700,27,mezczyzna,12,1656,0,4.164271047,26.95277207,0
splacona_cz,300,69,kobieta,13,1027,5,197.2299795,48,0
splacona_cz,200,66,mezczyzna,13,1559,0,76.22997947,48,0
odmowa,600,73,kobieta,13,448,0,122.2299795,48,0
splacona_cz,261.28,39,kobieta,98,1200,9,50.70431211,48,4
splacona_cz,200,57,kobieta,99,670,1,133.2299795,48,0
splacona_cz,342.26,74,kobieta,13,1412,3,209.0328542,48,0
splacona_cz,600,78,mezczyzna,13,2609,1,195.9671458,48,0
splacona_cz,900,59,kobieta,17,684,9,194.6714579,48,3
splacona_cz,200,32,kobieta,12,1865,6,25,34.72279261,0
splacona_cz,500,48,kobieta,11,1700,1,94.09856263,48,3
splacona,200,22,kobieta,99,960,0,1.441478439,5.164271047,0
splacona_cz,500,61,mezczyzna,16,1398,0,398.2628337,48,13
splacona_cz,400,74,kobieta,13,1140,1,242.2628337,48,0
splacona,500,44,kobieta,11,1966,0,83.77002053,48,0
splacona_cz,1000,66,kobieta,13,930,3,135.7371663,48,0
splacona_cz,300,71,kobieta,13,1000,6,69.26283368,48,0
splacona_cz,500,54,mezczyzna,11,1320,9,347.2628337,48,2
splacona,200,66,mezczyzna,13,1217,0,55.70431211,48,0
splacona_cz,300,36,kobieta,12,1300,1,4.262833676,7.952772074,0
splacona_cz,300,41,kobieta,11,1100,0,62.26283368,48,0
splacona_cz,600,55,kobieta,11,1300,0,73.06570842,48,6
splacona_cz,400,56,mezczyzna,11,1460.17,6,66.03285421,48,2
splacona_cz,597.15,48,mezczyzna,12,600,10,14.13141684,27.13141684,0
splacona_cz,453.23,32,mezczyzna,11,2700,8,20.19712526,48,7
splacona_cz,265.58,63,kobieta,13,1189,9,74.57289528,48,0
splacona_cz,500,44,kobieta,11,1738.57,2,62.26283368,48,0
splacona,200,55,kobieta,16,1045.6,10,17.26283368,48,0
splacona,200,62,kobieta,13,997,9,84.26283368,48,0
splacona_cz,200,44,mezczyzna,11,2284.23,4,304.3100616,48,2
splacona_cz,292.26,67,kobieta,16,957,1,205.2628337,48,3
splacona_cz,600,73,kobieta,13,640,3,143.37577,48,0
splacona_cz,628.76,64,kobieta,13,3251,3,143.164271,48,0
splacona_cz,800,61,mezczyzna,11,1200,0,134.2628337,48,0
splacona_cz,500,59,kobieta,13,1883.53,0,52.09856263,48,0
splacona,561.8,66,kobieta,16,892,3,205.835729,48,1
odmowa,800,19,mezczyzna,11,1800,0,4.868583162,48,0
splacona_cz,298.97,64,kobieta,16,1389,4,96.29568789,48,1
splacona_cz,200,61,kobieta,13,917,1,82.3613963,48,0
splacona_cz,350,71,kobieta,13,729.03,10,262.3613963,48,0
splacona_cz,300,40,kobieta,12,1027,9,13.37577002,59.96714579,0
splacona_cz,260.06,64,kobieta,13,930,6,98.93429158,48,0
odmowa,500,57,kobieta,16,1600,0,120.3613963,48,0
odmowa,500,55,mezczyzna,98,2000,0,267.3613963,48,0
splacona_cz,500,60,kobieta,13,1658,0,34.3613963,48,0
splacona_cz,300,38,kobieta,12,1382,3,26.3613963,35.98562628,0
splacona_cz,200,70,kobieta,16,959.6,9,120.3613963,48,5
splacona_cz,400,61,kobieta,13,1500,5,65.3613963,48,0
splacona_cz,804.82,63,mezczyzna,13,2474,4,20.22997947,48,0
splacona,500,45,mezczyzna,12,1952.35,2,9.361396304,11.98562628,10
splacona_cz,300,49,kobieta,11,980,0,204.9342916,48,0
odmowa,1000,21,mezczyzna,11,1755,0,4.361396304,48,0
splacona_cz,200,34,mezczyzna,11,1800,9,170.3613963,48,0
odmowa,1000,27,mezczyzna,98,4300,0,16.73716632,48,0
splacona,300,27,mezczyzna,12,1100,1,9.361396304,48.95277207,8
splacona_cz,254.38,58,kobieta,16,634.64,8,141.3613963,48,0
splacona_cz,300,64,mezczyzna,12,1231,1,3.361396304,7,0
splacona,700,55,kobieta,11,1500,0,115.3613963,48,0
splacona_cz,500,46,mezczyzna,11,2600,0,7.328542094,48,1
odmowa,300,45,kobieta,99,1241,0,7.328542094,7.952772074,0
odmowa,1000,27,mezczyzna,98,2900,0,16.73716632,48,0
splacona,200,32,mezczyzna,11,2000,3,10.09856263,48,0
splacona,623.79,42,kobieta,98,5000,4,89.39425051,48,11
splacona_cz,400,63,mezczyzna,15,1100.79,0,95.39425051,48,0
splacona_cz,200,68,mezczyzna,16,1600,0,16.90143737,48,0
splacona_cz,202.28,61,mezczyzna,11,3000,10,217.3942505,48,0
splacona_cz,200,73,kobieta,13,730,8,565.835729,48,0
splacona,200,52,mezczyzna,12,1188,0,14.39425051,18.39425051,0
splacona_cz,300,43,kobieta,11,1286.16,2,122.3285421,48,0
splacona,600,51,kobieta,11,4900,0,16.39425051,48,0
splacona_cz,700,43,mezczyzna,98,3014,0,107.3942505,48,0
splacona_cz,300,36,mezczyzna,99,750,1,2.394250513,7.394250513,0
splacona_cz,200,32,kobieta,12,980,9,15.39425051,16.26283368,4
splacona_cz,500,42,kobieta,11,2824,1,106.3942505,48,5
splacona_cz,700,62,kobieta,13,2066,9,134.4271047,48,0
splacona_cz,300,61,kobieta,13,810,10,38.09856263,48,0
splacona_cz,300,36,kobieta,12,1200,9,14,14.55852156,0
splacona_cz,300,55,kobieta,12,111.86,0,1.770020534,23.32854209,3
splacona_cz,315.12,74,mezczyzna,13,960,9,145,48,0
splacona_cz,342.55,72,mezczyzna,13,562,5,86.42710472,48,5
splacona_cz,200,21,mezczyzna,17,985,1,18.42710472,20.72279261,0
splacona_cz,200,49,mezczyzna,12,1100,0,10.47433265,12,1
splacona_cz,300,55,kobieta,16,1500,4,6.835728953,48,0
odmowa,200,32,kobieta,99,526,0,0,2.032854209,0
splacona,200,33,kobieta,12,1250,0,7.605749487,23.96714579,0
splacona_cz,400,59,kobieta,11,1500,8,90.42710472,48,3
windykacja,996,48,mezczyzna,11,2500,5,209.0328542,48,380
splacona_cz,202.87,66,kobieta,13,1350,8,116.2628337,48,0
splacona_cz,594.54,63,kobieta,13,3700,1,32.03285421,48,0
odmowa,300,34,kobieta,12,1100,0,1.427104723,58.98562628,0
splacona,352.7,55,kobieta,12,1000,3,50.16427105,48,0
splacona_cz,500,54,kobieta,11,1700,1,210.4271047,48,0
splacona_cz,400,61,kobieta,16,1411,6,71.42710472,48,3
splacona_cz,500,76,kobieta,13,1248,3,255.4599589,48,2
splacona,200,22,mezczyzna,12,1300,0,2.459958932,35.98562628,0
splacona,400,41,kobieta,12,1450,0,3.459958932,60.98562628,0
splacona_cz,1500,58,mezczyzna,98,3000,2,74.13141684,48,13
odmowa,1000,68,kobieta,13,926,0,132.4599589,48,0
splacona_cz,500,65,mezczyzna,13,1530,0,40.16427105,48,5
windykacja,300,42,kobieta,12,1344,0,6.459958932,9.952772074,379
splacona,500,64,kobieta,16,1340,0,166.4271047,48,0
odmowa,300,45,kobieta,11,1375,0,206.6057495,48,0
splacona_cz,350,55,kobieta,12,1700,10,59.93429158,48,0
splacona_cz,297.26,34,kobieta,11,1380,1,31.45995893,48,2
splacona_cz,599.54,46,mezczyzna,12,3500,4,191.7043121,48,0
splacona_cz,400,72,mezczyzna,13,1097,0,84.49281314,48,0
splacona_cz,200,57,kobieta,15,678,1,145.4928131,48,0
splacona_cz,200,66,mezczyzna,13,1181,0,120.4928131,48,7
splacona_cz,500,48,mezczyzna,13,864.34,4,161.4928131,48,3
odmowa,400,58,mezczyzna,11,2100,0,35.06570842,48,0
odmowa,200,34,kobieta,12,868,0,1.492813142,2.952772074,0
splacona_cz,300,62,kobieta,13,992.96,1,17.03285421,48,0
splacona_cz,300,60,kobieta,13,1098,1,61.49281314,48,2
splacona,400,50,kobieta,12,976,0,2.459958932,2.952772074,0
splacona,426.56,31,mezczyzna,11,2700,0,69.49281314,48,14
splacona,200,46,mezczyzna,99,1416,0,2.492813142,2.985626283,0
splacona_cz,400,57,mezczyzna,11,1842.86,8,12.70431211,48,1
splacona,265.33,53,kobieta,11,1050,8,38.50718686,48,1
splacona,500,37,mezczyzna,11,2800,0,160.4928131,48,0
splacona_cz,300,57,kobieta,11,1800,2,116.5400411,48,0
